"PC_w0","PC_w1","PC_w2","PC_AG","PC_NG","PC_SG","PV_w0","PV_w1","PV_w2","PV_AG","PV_GG","error","cv_PC","cv_PV","syn_PC","syn_PV"
"[3, 154]","[3, 192]","[3, 173]","[3, 214]","[3, 250]","[3, 192]","[3, 39]","[3, 149]","[3, 65]","[3, 72]","[3, 145]",0.647,0.01,0.04,0.17,0.46
"[3, 179]","[3, 221]","[3, 44]","[3, 60]","[3, 56]","[3, 135]","[3, 149]","[3, 40]","[3, 71]","[3, 119]","[3, 216]",0.647,0.03,0.03,0.18,0.47
"[3, 146]","[3, 234]","[3, 182]","[3, 103]","[3, 160]","[3, 197]","[3, 141]","[3, 165]","[3, 177]","[3, 24]","[3, 15]",0.6475,0.01,0.02,0.18,0.44
"[3, 122]","[3, 95]","[3, 251]","[3, 120]","[3, 187]","[3, 128]","[3, 161]","[3, 158]","[3, 192]","[3, 232]","[3, 230]",0.6475,0,0.05,0.18,0.46
"[3, 176]","[3, 193]","[3, 251]","[3, 210]","[3, 45]","[3, 251]","[3, 172]","[3, 96]","[3, 134]","[3, 237]","[3, 240]",0.648,0.03,0.02,0.16,0.48
"[3, 214]","[3, 34]","[3, 192]","[3, 159]","[3, 84]","[3, 217]","[3, 31]","[3, 64]","[3, 41]","[3, 39]","[3, 175]",0.6485,0.19,2.18,0.18,0.42
"[3, 79]","[3, 228]","[3, 194]","[3, 43]","[3, 97]","[3, 132]","[3, 163]","[3, 228]","[3, 233]","[3, 102]","[3, 80]",0.649,0,0.06,0.2,0.46
"[3, 178]","[3, 62]","[3, 251]","[3, 61]","[3, 88]","[3, 185]","[3, 105]","[3, 135]","[3, 102]","[3, 65]","[3, 79]",0.649,0.03,0.04,0.18,0.48
"[3, 84]","[3, 23]","[3, 79]","[3, 242]","[3, 50]","[3, 31]","[3, 109]","[3, 120]","[3, 173]","[3, 213]","[3, 222]",0.65,0,0.06,0.2,0.46
"[3, 60]","[3, 105]","[3, 228]","[3, 163]","[3, 79]","[3, 222]","[3, 19]","[3, 70]","[3, 20]","[3, 201]","[3, 119]",0.6505,0.03,0,0.63,0
"[3, 90]","[3, 114]","[3, 31]","[3, 241]","[3, 203]","[3, 164]","[3, 25]","[3, 126]","[3, 166]","[3, 192]","[3, 200]",0.651,0,0.05,0.18,0.47
"[3, 101]","[3, 116]","[3, 149]","[3, 129]","[3, 226]","[3, 67]","[3, 176]","[3, 145]","[3, 192]","[3, 213]","[3, 119]",0.651,0.05,0.14,0.21,0.58
"[3, 103]","[3, 156]","[3, 235]","[3, 211]","[3, 15]","[3, 98]","[3, 87]","[3, 107]","[3, 149]","[3, 61]","[3, 34]",0.651,0.03,0.01,0.15,0.49
"[3, 133]","[3, 221]","[3, 23]","[3, 224]","[3, 129]","[3, 253]","[3, 90]","[3, 179]","[3, 196]","[3, 161]","[3, 150]",0.651,0,0.05,0.19,0.46
"[3, 107]","[3, 16]","[3, 88]","[3, 152]","[3, 235]","[3, 43]","[3, 237]","[3, 123]","[3, 169]","[3, 227]","[3, 238]",0.651,0,0.04,0.18,0.47
"[3, 177]","[3, 248]","[3, 24]","[3, 102]","[3, 224]","[3, 160]","[3, 220]","[3, 68]","[3, 192]","[3, 154]","[3, 129]",0.6515,0.02,0.03,0.18,0.48
"[3, 68]","[3, 46]","[3, 133]","[3, 36]","[3, 72]","[3, 226]","[3, 119]","[3, 203]","[3, 254]","[3, 237]","[3, 115]",0.6515,0.02,0.13,0.44,0.32
"[3, 160]","[3, 136]","[3, 121]","[3, 159]","[3, 148]","[3, 230]","[3, 136]","[3, 109]","[3, 150]","[3, 176]","[3, 182]",0.6515,0.01,0.03,0.18,0.47
"[3, 176]","[3, 79]","[3, 97]","[3, 74]","[3, 177]","[3, 81]","[3, 98]","[3, 49]","[3, 52]","[3, 78]","[3, 158]",0.652,0.02,0.02,0.17,0.48
"[3, 115]","[3, 51]","[3, 178]","[3, 225]","[3, 79]","[3, 72]","[3, 130]","[3, 217]","[3, 180]","[3, 135]","[3, 113]",0.652,0,0.04,0.18,0.46
"[3, 152]","[3, 18]","[3, 99]","[3, 235]","[3, 136]","[3, 235]","[3, 36]","[3, 50]","[3, 183]","[3, 243]","[3, 225]",0.652,0.01,0.04,0.18,0.47
"[3, 101]","[3, 159]","[3, 50]","[3, 237]","[3, 228]","[3, 89]","[3, 178]","[3, 127]","[3, 79]","[3, 23]","[3, 30]",0.652,0,0.02,0.18,0.45
"[3, 132]","[3, 38]","[3, 40]","[3, 205]","[3, 180]","[3, 165]","[3, 246]","[3, 143]","[3, 251]","[3, 177]","[3, 119]",0.652,0.01,0.06,0.19,0.49
"[3, 169]","[3, 61]","[3, 157]","[3, 88]","[3, 89]","[3, 80]","[3, 246]","[3, 164]","[3, 212]","[3, 70]","[3, 46]",0.652,0.01,0.03,0.18,0.47
"[3, 129]","[3, 61]","[3, 67]","[3, 23]","[3, 22]","[3, 30]","[3, 139]","[3, 111]","[3, 251]","[3, 147]","[3, 91]",0.6525,0,0.03,0.18,0.46
"[3, 173]","[3, 246]","[3, 96]","[3, 137]","[3, 54]","[3, 126]","[3, 38]","[3, 95]","[3, 186]","[3, 198]","[3, 172]",0.653,0.02,0.03,0.18,0.48
"[3, 161]","[3, 53]","[3, 167]","[3, 69]","[3, 80]","[3, 71]","[3, 74]","[3, 191]","[3, 178]","[3, 232]","[3, 83]",0.653,0.06,0.16,0.21,0.62
"[3, 167]","[3, 126]","[3, 103]","[3, 62]","[3, 34]","[3, 66]","[3, 185]","[3, 160]","[3, 140]","[3, 214]","[3, 233]",0.6535,0.01,0.03,0.17,0.49
"[3, 75]","[3, 57]","[3, 86]","[3, 225]","[3, 74]","[3, 69]","[3, 199]","[3, 164]","[3, 15]","[3, 88]","[3, 39]",0.6535,0.03,0.23,0.24,0.64
"[3, 180]","[3, 16]","[3, 68]","[3, 103]","[3, 174]","[3, 26]","[3, 104]","[3, 156]","[3, 119]","[3, 191]","[3, 214]",0.6535,0.03,0.02,0.17,0.49
"[3, 72]","[3, 92]","[3, 248]","[3, 80]","[3, 176]","[3, 113]","[3, 107]","[3, 17]","[3, 60]","[3, 27]","[3, 168]",0.654,0.04,0.21,0.42,0.45
"[3, 119]","[3, 220]","[3, 47]","[3, 239]","[3, 137]","[3, 77]","[3, 210]","[3, 200]","[3, 122]","[3, 118]","[3, 157]",0.6545,0,0.04,0.19,0.46
"[3, 114]","[3, 46]","[3, 56]","[3, 86]","[3, 247]","[3, 218]","[3, 180]","[3, 24]","[3, 221]","[3, 101]","[3, 69]",0.6545,0,0.03,0.18,0.47
"[3, 126]","[3, 173]","[3, 51]","[3, 90]","[3, 121]","[3, 203]","[3, 33]","[3, 138]","[3, 159]","[3, 200]","[3, 200]",0.655,0,0.04,0.18,0.48
"[3, 180]","[3, 62]","[3, 112]","[3, 209]","[3, 26]","[3, 223]","[3, 136]","[3, 73]","[3, 92]","[3, 191]","[3, 249]",0.6555,0.06,0.02,0.18,0.52
"[3, 164]","[3, 192]","[3, 25]","[3, 175]","[3, 136]","[3, 70]","[3, 224]","[3, 146]","[3, 172]","[3, 251]","[3, 222]",0.6555,0.01,0.02,0.17,0.5
"[3, 114]","[3, 251]","[3, 141]","[3, 237]","[3, 109]","[3, 252]","[3, 232]","[3, 94]","[3, 199]","[3, 145]","[3, 109]",0.6565,0,0.03,0.18,0.47
"[3, 115]","[3, 62]","[3, 175]","[3, 168]","[3, 31]","[3, 128]","[3, 233]","[3, 113]","[3, 152]","[3, 115]","[3, 104]",0.657,0.02,0.05,0.18,0.51
"[3, 175]","[3, 167]","[3, 238]","[3, 232]","[3, 202]","[3, 199]","[3, 158]","[3, 79]","[3, 75]","[3, 137]","[3, 213]",0.658,0.02,0.03,0.17,0.51
"[3, 86]","[3, 209]","[3, 127]","[3, 247]","[3, 151]","[3, 173]","[3, 107]","[3, 66]","[3, 129]","[3, 130]","[3, 146]",0.658,0,0.03,0.18,0.48
"[3, 74]","[3, 243]","[3, 104]","[3, 164]","[3, 203]","[3, 221]","[3, 236]","[3, 82]","[3, 242]","[3, 72]","[3, 49]",0.658,0,0.04,0.2,0.47
"[3, 99]","[3, 34]","[3, 51]","[3, 160]","[3, 157]","[3, 130]","[3, 182]","[3, 171]","[3, 40]","[3, 80]","[3, 217]",0.658,0.01,0.05,0.19,0.49
"[3, 105]","[3, 35]","[3, 65]","[3, 45]","[3, 219]","[3, 192]","[3, 137]","[3, 59]","[3, 97]","[3, 171]","[3, 235]",0.6585,0,0.03,0.17,0.49
"[3, 180]","[3, 251]","[3, 226]","[3, 37]","[3, 56]","[3, 129]","[3, 121]","[3, 186]","[3, 20]","[3, 31]","[3, 59]",0.6585,0.02,0.01,0.17,0.49
"[3, 74]","[3, 27]","[3, 29]","[3, 190]","[3, 145]","[3, 78]","[3, 196]","[3, 129]","[3, 248]","[3, 69]","[3, 91]",0.6585,0.06,0.42,0.49,0.62
"[3, 150]","[3, 113]","[3, 216]","[3, 99]","[3, 189]","[3, 114]","[3, 101]","[3, 77]","[3, 196]","[3, 134]","[3, 91]",0.659,0.01,0.02,0.18,0.49
"[3, 141]","[3, 22]","[3, 118]","[3, 118]","[3, 172]","[3, 197]","[3, 231]","[3, 237]","[3, 34]","[3, 60]","[3, 172]",0.6595,0.01,0.03,0.18,0.5
"[3, 81]","[3, 97]","[3, 244]","[3, 252]","[3, 142]","[3, 253]","[3, 183]","[3, 166]","[3, 233]","[3, 216]","[3, 172]",0.6595,0,0.04,0.19,0.48
"[3, 115]","[3, 145]","[3, 73]","[3, 108]","[3, 78]","[3, 134]","[3, 171]","[3, 140]","[3, 150]","[3, 174]","[3, 183]",0.6605,0,0.03,0.18,0.49
"[3, 121]","[3, 131]","[3, 178]","[3, 45]","[3, 161]","[3, 132]","[3, 174]","[3, 151]","[3, 174]","[3, 208]","[3, 184]",0.6605,0,0.03,0.18,0.49
"[3, 89]","[3, 253]","[3, 97]","[3, 117]","[3, 169]","[3, 116]","[3, 155]","[3, 132]","[3, 204]","[3, 168]","[3, 132]",0.6605,0,0.03,0.19,0.48
"[3, 90]","[3, 241]","[3, 27]","[3, 218]","[3, 118]","[3, 65]","[3, 50]","[3, 67]","[3, 122]","[3, 162]","[3, 194]",0.6615,0,0.03,0.19,0.49
"[3, 123]","[3, 100]","[3, 24]","[3, 15]","[3, 91]","[3, 158]","[3, 107]","[3, 81]","[3, 138]","[3, 249]","[3, 249]",0.6615,0,0.02,0.17,0.5
"[3, 94]","[3, 149]","[3, 241]","[3, 131]","[3, 24]","[3, 154]","[3, 246]","[3, 110]","[3, 173]","[3, 111]","[3, 41]",0.6615,0.06,0,0.16,0.55
"[3, 64]","[3, 202]","[3, 131]","[3, 200]","[3, 69]","[3, 212]","[3, 59]","[3, 102]","[3, 146]","[3, 76]","[3, 87]",0.662,0.01,0.11,0.25,0.53
"[3, 147]","[3, 64]","[3, 86]","[3, 82]","[3, 209]","[3, 94]","[3, 187]","[3, 171]","[3, 47]","[3, 98]","[3, 202]",0.662,0.01,0.02,0.18,0.49
"[3, 75]","[3, 65]","[3, 162]","[3, 244]","[3, 144]","[3, 51]","[3, 44]","[3, 204]","[3, 234]","[3, 125]","[3, 35]",0.6625,0.03,0.16,0.23,0.61
"[3, 189]","[3, 65]","[3, 84]","[3, 53]","[3, 142]","[3, 108]","[3, 35]","[3, 22]","[3, 44]","[3, 218]","[3, 15]",0.6625,0.04,0.18,0.21,0.66
"[3, 102]","[3, 143]","[3, 109]","[3, 231]","[3, 224]","[3, 48]","[3, 117]","[3, 142]","[3, 168]","[3, 232]","[3, 215]",0.6625,0,0.03,0.18,0.5
"[3, 78]","[3, 40]","[3, 19]","[3, 181]","[3, 110]","[3, 163]","[3, 212]","[3, 19]","[3, 121]","[3, 162]","[3, 74]",0.663,0.06,0.17,0.25,0.63
"[3, 72]","[3, 39]","[3, 119]","[3, 91]","[3, 118]","[3, 133]","[3, 124]","[3, 40]","[3, 254]","[3, 151]","[3, 17]",0.663,0.04,0.46,0.59,0.57
"[3, 107]","[3, 166]","[3, 171]","[3, 233]","[3, 49]","[3, 150]","[3, 181]","[3, 144]","[3, 33]","[3, 18]","[3, 26]",0.6635,0,0.01,0.18,0.48
"[3, 75]","[3, 176]","[3, 117]","[3, 237]","[3, 135]","[3, 106]","[3, 251]","[3, 79]","[3, 52]","[3, 90]","[3, 207]",0.664,0,0.04,0.21,0.49
"[3, 122]","[3, 136]","[3, 189]","[3, 230]","[3, 191]","[3, 233]","[3, 203]","[3, 216]","[3, 154]","[3, 212]","[3, 216]",0.664,0,0.03,0.19,0.5
"[3, 66]","[3, 49]","[3, 151]","[3, 228]","[3, 108]","[3, 54]","[3, 79]","[3, 176]","[3, 181]","[3, 141]","[3, 64]",0.664,0.03,0.26,0.38,0.57
"[3, 88]","[3, 225]","[3, 205]","[3, 239]","[3, 133]","[3, 155]","[3, 124]","[3, 187]","[3, 236]","[3, 196]","[3, 131]",0.664,0,0.03,0.18,0.5
"[3, 162]","[3, 250]","[3, 53]","[3, 62]","[3, 244]","[3, 123]","[3, 31]","[3, 130]","[3, 109]","[3, 174]","[3, 201]",0.664,0.01,0.02,0.18,0.51
"[3, 175]","[3, 148]","[3, 143]","[3, 119]","[3, 237]","[3, 158]","[3, 182]","[3, 134]","[3, 184]","[3, 201]","[3, 187]",0.6645,0.02,0.05,0.21,0.52
"[3, 180]","[3, 159]","[3, 76]","[3, 33]","[3, 208]","[3, 33]","[3, 114]","[3, 94]","[3, 235]","[3, 185]","[3, 106]",0.6645,0.02,0.02,0.17,0.52
"[3, 113]","[3, 227]","[3, 172]","[3, 247]","[3, 24]","[3, 71]","[3, 178]","[3, 167]","[3, 34]","[3, 44]","[3, 82]",0.6645,0.01,0.03,0.18,0.51
"[3, 140]","[3, 36]","[3, 68]","[3, 189]","[3, 47]","[3, 151]","[3, 106]","[3, 40]","[3, 149]","[3, 98]","[3, 74]",0.6645,0.01,0.01,0.17,0.51
"[3, 167]","[3, 86]","[3, 63]","[3, 190]","[3, 34]","[3, 125]","[3, 158]","[3, 71]","[3, 217]","[3, 200]","[3, 121]",0.665,0.01,0.02,0.17,0.52
"[3, 157]","[3, 213]","[3, 33]","[3, 86]","[3, 219]","[3, 205]","[3, 46]","[3, 28]","[3, 53]","[3, 68]","[3, 107]",0.665,0.01,0.03,0.18,0.53
"[3, 103]","[3, 169]","[3, 49]","[3, 200]","[3, 134]","[3, 50]","[3, 92]","[3, 34]","[3, 29]","[3, 150]","[3, 16]",0.6655,0.05,0.12,0.2,0.63
"[3, 156]","[3, 78]","[3, 27]","[3, 91]","[3, 103]","[3, 158]","[3, 154]","[3, 167]","[3, 204]","[3, 236]","[3, 172]",0.6655,0.01,0.02,0.17,0.52
"[3, 105]","[3, 132]","[3, 31]","[3, 180]","[3, 158]","[3, 66]","[3, 139]","[3, 195]","[3, 44]","[3, 72]","[3, 160]",0.666,0,0.02,0.18,0.51
"[3, 110]","[3, 29]","[3, 191]","[3, 73]","[3, 62]","[3, 234]","[3, 148]","[3, 97]","[3, 135]","[3, 173]","[3, 19]",0.666,0.11,0,0.17,0.6
"[3, 137]","[3, 140]","[3, 236]","[3, 251]","[3, 247]","[3, 87]","[3, 159]","[3, 153]","[3, 74]","[3, 137]","[3, 215]",0.666,0.01,0.04,0.19,0.52
"[3, 174]","[3, 40]","[3, 181]","[3, 166]","[3, 87]","[3, 214]","[3, 55]","[3, 241]","[3, 92]","[3, 123]","[3, 102]",0.666,0.02,0.01,0.16,0.53
"[3, 180]","[3, 112]","[3, 249]","[3, 18]","[3, 103]","[3, 108]","[3, 148]","[3, 254]","[3, 167]","[3, 240]","[3, 196]",0.6665,0.01,0.02,0.18,0.52
"[3, 158]","[3, 60]","[3, 173]","[3, 215]","[3, 43]","[3, 229]","[3, 111]","[3, 148]","[3, 44]","[3, 135]","[3, 224]",0.6665,0.03,0.01,0.16,0.55
"[3, 171]","[3, 235]","[3, 134]","[3, 229]","[3, 173]","[3, 93]","[3, 135]","[3, 91]","[3, 44]","[3, 97]","[3, 176]",0.6665,0.01,0.01,0.17,0.52
"[3, 112]","[3, 247]","[3, 147]","[3, 61]","[3, 27]","[3, 30]","[3, 117]","[3, 16]","[3, 183]","[3, 238]","[3, 166]",0.667,0.02,0.06,0.19,0.55
"[3, 144]","[3, 119]","[3, 134]","[3, 132]","[3, 102]","[3, 228]","[3, 112]","[3, 74]","[3, 190]","[3, 54]","[3, 43]",0.6675,0.01,0.03,0.22,0.49
"[3, 178]","[3, 59]","[3, 75]","[3, 117]","[3, 226]","[3, 78]","[3, 154]","[3, 149]","[3, 109]","[3, 68]","[3, 48]",0.6675,0.03,0,0.17,0.53
"[3, 137]","[3, 244]","[3, 61]","[3, 163]","[3, 169]","[3, 180]","[3, 76]","[3, 99]","[3, 116]","[3, 139]","[3, 152]",0.6675,0,0.02,0.18,0.51
"[3, 123]","[3, 162]","[3, 35]","[3, 172]","[3, 200]","[3, 49]","[3, 147]","[3, 239]","[3, 149]","[3, 170]","[3, 164]",0.668,0,0.03,0.19,0.51
"[3, 149]","[3, 234]","[3, 207]","[3, 54]","[3, 24]","[3, 206]","[3, 114]","[3, 171]","[3, 141]","[3, 254]","[3, 46]",0.668,0.1,0.02,0.17,0.62
"[3, 72]","[3, 167]","[3, 65]","[3, 230]","[3, 110]","[3, 47]","[3, 128]","[3, 113]","[3, 99]","[3, 107]","[3, 158]",0.668,0,0.04,0.2,0.51
"[3, 113]","[3, 94]","[3, 251]","[3, 110]","[3, 155]","[3, 172]","[3, 244]","[3, 185]","[3, 179]","[3, 178]","[3, 113]",0.668,0.02,0.05,0.19,0.55
"[3, 128]","[3, 185]","[3, 208]","[3, 241]","[3, 54]","[3, 138]","[3, 90]","[3, 48]","[3, 239]","[3, 169]","[3, 63]",0.668,0.03,0.07,0.2,0.57
"[3, 73]","[3, 46]","[3, 85]","[3, 114]","[3, 91]","[3, 75]","[3, 28]","[3, 119]","[3, 183]","[3, 72]","[3, 50]",0.668,0.05,0.4,0.45,0.67
"[3, 96]","[3, 154]","[3, 36]","[3, 207]","[3, 54]","[3, 223]","[3, 28]","[3, 201]","[3, 56]","[3, 234]","[3, 107]",0.668,0.05,0.12,0.21,0.64
"[3, 102]","[3, 234]","[3, 56]","[3, 184]","[3, 174]","[3, 72]","[3, 237]","[3, 198]","[3, 129]","[3, 209]","[3, 203]",0.6685,0,0.02,0.18,0.52
"[3, 167]","[3, 138]","[3, 188]","[3, 97]","[3, 29]","[3, 27]","[3, 235]","[3, 68]","[3, 135]","[3, 104]","[3, 74]",0.6685,0.01,0.01,0.17,0.53
"[3, 168]","[3, 97]","[3, 106]","[3, 79]","[3, 36]","[3, 97]","[3, 32]","[3, 75]","[3, 171]","[3, 128]","[3, 80]",0.6685,0.01,0.01,0.18,0.52
"[3, 121]","[3, 174]","[3, 51]","[3, 71]","[3, 180]","[3, 173]","[3, 216]","[3, 155]","[3, 162]","[3, 155]","[3, 34]",0.6685,0.04,0.12,0.21,0.62
"[3, 81]","[3, 146]","[3, 153]","[3, 24]","[3, 73]","[3, 19]","[3, 22]","[3, 45]","[3, 181]","[3, 219]","[3, 196]",0.669,0,0.04,0.2,0.51
"[3, 71]","[3, 251]","[3, 254]","[3, 215]","[3, 49]","[3, 93]","[3, 111]","[3, 245]","[3, 96]","[3, 157]","[3, 230]",0.669,0,0.04,0.21,0.5
"[3, 156]","[3, 174]","[3, 63]","[3, 45]","[3, 119]","[3, 19]","[3, 196]","[3, 216]","[3, 45]","[3, 93]","[3, 185]",0.669,0.01,0.02,0.18,0.52
"[3, 142]","[3, 194]","[3, 240]","[3, 124]","[3, 32]","[3, 228]","[3, 153]","[3, 24]","[3, 129]","[3, 155]","[3, 53]",0.669,0.08,0,0.17,0.59
"[3, 87]","[3, 211]","[3, 135]","[3, 241]","[3, 233]","[3, 161]","[3, 225]","[3, 72]","[3, 134]","[3, 212]","[3, 169]",0.6695,0.03,0.07,0.2,0.58
"[3, 112]","[3, 43]","[3, 228]","[3, 35]","[3, 71]","[3, 194]","[3, 251]","[3, 55]","[3, 125]","[3, 253]","[3, 246]",0.6695,0.01,0.02,0.17,0.53
"[3, 178]","[3, 63]","[3, 234]","[3, 243]","[3, 136]","[3, 36]","[3, 148]","[3, 238]","[3, 202]","[3, 211]","[3, 145]",0.6695,0.03,0.02,0.18,0.54
"[3, 82]","[3, 62]","[3, 91]","[3, 229]","[3, 195]","[3, 169]","[3, 172]","[3, 189]","[3, 205]","[3, 149]","[3, 96]",0.6695,0,0.02,0.19,0.51
"[3, 113]","[3, 85]","[3, 16]","[3, 118]","[3, 246]","[3, 107]","[3, 204]","[3, 153]","[3, 43]","[3, 120]","[3, 227]",0.67,0.01,0.03,0.18,0.54
"[3, 117]","[3, 32]","[3, 218]","[3, 222]","[3, 131]","[3, 147]","[3, 219]","[3, 156]","[3, 238]","[3, 195]","[3, 103]",0.67,0,0.02,0.17,0.52
"[3, 86]","[3, 43]","[3, 152]","[3, 139]","[3, 146]","[3, 140]","[3, 225]","[3, 49]","[3, 104]","[3, 179]","[3, 224]",0.67,0,0.03,0.2,0.51
"[3, 102]","[3, 30]","[3, 50]","[3, 233]","[3, 74]","[3, 68]","[3, 105]","[3, 181]","[3, 182]","[3, 103]","[3, 64]",0.67,0,0.01,0.18,0.51
"[3, 77]","[3, 192]","[3, 189]","[3, 167]","[3, 251]","[3, 83]","[3, 186]","[3, 57]","[3, 75]","[3, 37]","[3, 34]",0.6705,0.02,0.06,0.21,0.55
"[3, 136]","[3, 172]","[3, 148]","[3, 117]","[3, 18]","[3, 182]","[3, 97]","[3, 104]","[3, 171]","[3, 251]","[3, 167]",0.6705,0.03,0.02,0.17,0.55
"[3, 131]","[3, 185]","[3, 33]","[3, 202]","[3, 228]","[3, 223]","[3, 242]","[3, 157]","[3, 146]","[3, 69]","[3, 47]",0.671,0,0.01,0.18,0.51
"[3, 157]","[3, 124]","[3, 168]","[3, 157]","[3, 123]","[3, 83]","[3, 15]","[3, 72]","[3, 173]","[3, 43]","[3, 15]",0.671,0.01,0,0.18,0.52
"[3, 72]","[3, 130]","[3, 27]","[3, 253]","[3, 39]","[3, 103]","[3, 208]","[3, 82]","[3, 25]","[3, 193]","[3, 246]",0.671,0.02,0.17,0.23,0.64
"[3, 172]","[3, 187]","[3, 56]","[3, 77]","[3, 95]","[3, 77]","[3, 87]","[3, 115]","[3, 190]","[3, 201]","[3, 112]",0.671,0.03,0.03,0.18,0.56
"[3, 96]","[3, 54]","[3, 101]","[3, 107]","[3, 184]","[3, 194]","[3, 107]","[3, 137]","[3, 53]","[3, 47]","[3, 42]",0.671,0,0,0.18,0.5
"[3, 156]","[3, 46]","[3, 161]","[3, 197]","[3, 85]","[3, 79]","[3, 140]","[3, 244]","[3, 209]","[3, 224]","[3, 139]",0.6715,0.01,0.01,0.18,0.53
"[3, 172]","[3, 181]","[3, 117]","[3, 61]","[3, 137]","[3, 179]","[3, 61]","[3, 164]","[3, 72]","[3, 109]","[3, 99]",0.6715,0.03,0.04,0.18,0.57
"[3, 122]","[3, 229]","[3, 249]","[3, 49]","[3, 219]","[3, 135]","[3, 119]","[3, 170]","[3, 68]","[3, 156]","[3, 236]",0.6715,0,0.02,0.18,0.52
"[3, 124]","[3, 46]","[3, 132]","[3, 63]","[3, 71]","[3, 169]","[3, 62]","[3, 143]","[3, 86]","[3, 107]","[3, 116]",0.6715,0,0.01,0.17,0.52
"[3, 114]","[3, 113]","[3, 220]","[3, 171]","[3, 206]","[3, 171]","[3, 131]","[3, 87]","[3, 223]","[3, 104]","[3, 59]",0.6715,0,0.01,0.18,0.52
"[3, 172]","[3, 242]","[3, 164]","[3, 62]","[3, 54]","[3, 55]","[3, 231]","[3, 238]","[3, 237]","[3, 163]","[3, 77]",0.6715,0.01,0.01,0.18,0.53
"[3, 150]","[3, 245]","[3, 64]","[3, 26]","[3, 48]","[3, 41]","[3, 145]","[3, 202]","[3, 125]","[3, 241]","[3, 243]",0.672,0.01,0.02,0.18,0.53
"[3, 183]","[3, 242]","[3, 220]","[3, 34]","[3, 240]","[3, 187]","[3, 52]","[3, 45]","[3, 87]","[3, 152]","[3, 139]",0.6725,0.03,0.01,0.17,0.55
"[3, 170]","[3, 42]","[3, 87]","[3, 224]","[3, 136]","[3, 176]","[3, 27]","[3, 37]","[3, 121]","[3, 136]","[3, 115]",0.6725,0.01,0.01,0.18,0.54
"[3, 89]","[3, 187]","[3, 176]","[3, 189]","[3, 170]","[3, 111]","[3, 202]","[3, 164]","[3, 176]","[3, 99]","[3, 59]",0.6725,0,0.01,0.18,0.52
"[3, 138]","[3, 226]","[3, 159]","[3, 82]","[3, 173]","[3, 92]","[3, 211]","[3, 119]","[3, 196]","[3, 112]","[3, 66]",0.6725,0,0.01,0.19,0.52
"[3, 83]","[3, 78]","[3, 233]","[3, 42]","[3, 179]","[3, 207]","[3, 241]","[3, 55]","[3, 100]","[3, 196]","[3, 236]",0.673,0,0.02,0.19,0.52
"[3, 162]","[3, 55]","[3, 158]","[3, 202]","[3, 112]","[3, 109]","[3, 238]","[3, 163]","[3, 120]","[3, 181]","[3, 176]",0.673,0.01,0.01,0.18,0.54
"[3, 136]","[3, 99]","[3, 115]","[3, 50]","[3, 20]","[3, 67]","[3, 121]","[3, 146]","[3, 71]","[3, 177]","[3, 213]",0.673,0,0.01,0.17,0.53
"[3, 141]","[3, 246]","[3, 214]","[3, 189]","[3, 215]","[3, 131]","[3, 122]","[3, 65]","[3, 162]","[3, 233]","[3, 181]",0.6735,0.01,0.01,0.17,0.54
"[3, 77]","[3, 100]","[3, 144]","[3, 106]","[3, 31]","[3, 154]","[3, 183]","[3, 233]","[3, 111]","[3, 223]","[3, 228]",0.6735,0.02,0.06,0.2,0.58
"[3, 146]","[3, 239]","[3, 221]","[3, 253]","[3, 148]","[3, 221]","[3, 122]","[3, 236]","[3, 32]","[3, 53]","[3, 159]",0.674,0.01,0.03,0.21,0.51
"[3, 89]","[3, 217]","[3, 68]","[3, 92]","[3, 184]","[3, 138]","[3, 220]","[3, 235]","[3, 115]","[3, 122]","[3, 111]",0.674,0,0.01,0.18,0.53
"[3, 137]","[3, 64]","[3, 48]","[3, 250]","[3, 131]","[3, 102]","[3, 106]","[3, 174]","[3, 108]","[3, 153]","[3, 129]",0.674,0,0.01,0.18,0.53
"[3, 103]","[3, 29]","[3, 133]","[3, 57]","[3, 199]","[3, 181]","[3, 106]","[3, 35]","[3, 245]","[3, 93]","[3, 30]",0.674,0,0.01,0.18,0.53
"[3, 89]","[3, 36]","[3, 47]","[3, 35]","[3, 231]","[3, 191]","[3, 25]","[3, 128]","[3, 149]","[3, 226]","[3, 204]",0.674,0,0.02,0.19,0.53
"[3, 123]","[3, 197]","[3, 23]","[3, 24]","[3, 19]","[3, 245]","[3, 26]","[3, 161]","[3, 105]","[3, 108]","[3, 110]",0.674,0,0.01,0.18,0.53
"[3, 92]","[3, 205]","[3, 186]","[3, 246]","[3, 185]","[3, 229]","[3, 212]","[3, 123]","[3, 215]","[3, 214]","[3, 131]",0.6745,0,0.01,0.19,0.52
"[3, 126]","[3, 104]","[3, 213]","[3, 201]","[3, 38]","[3, 91]","[3, 209]","[3, 217]","[3, 162]","[3, 143]","[3, 83]",0.6745,0,0.01,0.17,0.53
"[3, 123]","[3, 228]","[3, 181]","[3, 194]","[3, 39]","[3, 33]","[3, 100]","[3, 171]","[3, 43]","[3, 70]","[3, 61]",0.675,0,0,0.17,0.53
"[3, 109]","[3, 162]","[3, 236]","[3, 51]","[3, 76]","[3, 110]","[3, 83]","[3, 27]","[3, 108]","[3, 53]","[3, 27]",0.675,0,0,0.18,0.53
